Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Squad Total,,,26.5,,99,810.0,9.0,8.0,8.0,16.0,8.0,0.0,0.0,27.0,1.0,14.6,14.6,13.1,27.7,147.0,370.0,364.0,0.89,0.89,1.78,0.89,1.78,1.62,1.45,3.07,1.62,3.07,,Manchester-United,9.0
Opponent Total,,,27.2,,99,810.0,9.0,11.0,9.0,20.0,10.0,1.0,2.0,20.0,1.0,15.0,13.5,11.8,25.2,182.0,302.0,298.0,1.22,1.0,2.22,1.11,2.11,1.66,1.31,2.97,1.5,2.8,,Manchester-United,9.0
Wout Faes,be BEL,DF,26-212,9.0,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.0,0.8,3.0,31.0,1.0,0.11,0.0,0.11,0.11,0.11,0.09,0.0,0.09,0.09,0.09,Matches,Leicester-City,
Mads Hermansen,dk DEN,GK,24-113,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
James Justin,eng ENG,DF,26-252,9.0,9,810.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,10.0,26.0,19.0,0.22,0.11,0.33,0.22,0.33,0.04,0.03,0.08,0.04,0.08,Matches,Leicester-City,
Wilfred Ndidi,ng NGA,MF,27-321,9.0,9,775.0,8.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.3,1.6,8.0,27.0,38.0,0.0,0.46,0.46,0.0,0.46,0.03,0.15,0.18,0.03,0.18,Matches,Leicester-City,
Jamie Vardy,eng ENG,FW,37-295,9.0,9,753.0,8.4,4.0,0.0,4.0,3.0,1.0,1.0,3.0,0.0,3.5,2.7,0.3,3.0,7.0,7.0,30.0,0.48,0.0,0.48,0.36,0.36,0.41,0.04,0.45,0.32,0.36,Matches,Leicester-City,
Victor Bernth Kristiansen,dk DEN,DF,21-321,8.0,8,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,11.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Leicester-City,
Harry Winks,eng ENG,MF,28-273,8.0,7,675.0,7.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,41.0,7.0,0.0,0.27,0.27,0.0,0.27,0.01,0.13,0.14,0.01,0.14,Matches,Leicester-City,
Caleb Okoli,it ITA,DF,23-111,7.0,7,628.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Leicester-City,
Facundo Buonanotte,ar ARG,"MF,FW",19-314,8.0,6,551.0,6.1,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,1.3,3.5,16.0,21.0,29.0,0.49,0.33,0.82,0.49,0.82,0.35,0.22,0.57,0.35,0.57,Matches,Leicester-City,
Stephy Mavididi,eng ENG,FW,26-154,9.0,6,539.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.7,1.5,24.0,23.0,44.0,0.33,0.0,0.33,0.33,0.33,0.13,0.12,0.25,0.13,0.25,Matches,Leicester-City,
Oliver Skipp,eng ENG,MF,24-046,6.0,5,401.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Leicester-City,
Jordan Ayew,gh GHA,"FW,MF",33-051,8.0,4,405.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,7.0,9.0,18.0,0.22,0.0,0.22,0.22,0.22,0.09,0.02,0.11,0.09,0.11,Matches,Leicester-City,
Abdul Fatawu Issahaku,gh GHA,FW,20-238,9.0,4,399.0,4.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.4,1.8,30.0,14.0,41.0,0.0,0.45,0.45,0.0,0.45,0.07,0.32,0.4,0.07,0.4,Matches,Leicester-City,
Jannik Vestergaard,dk DEN,DF,32-090,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Bilal El Khannouss,ma MAR,"MF,FW",20-175,5.0,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,6.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.27,0.32,0.04,0.32,Matches,Leicester-City,
Bobby Reid,jm JAM,FW,31-273,6.0,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Leicester-City,
Ricardo Pereira,pt POR,DF,31-026,1.0,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Boubakary Soumaré,fr FRA,MF,25-248,3.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Odsonne Édouard,fr FRA,FW,26-290,3.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Leicester-City,
Hamza Choudhury,eng ENG,MF,27-031,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Kasey McAteer,ie IRL,"DF,FW",22-345,3.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Leicester-City,
Conor Coady,eng ENG,DF,31-250,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leicester-City,
Thomas Cannon,ie IRL,FW,21-309,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Daniel Iversen,dk DEN,GK,27-105,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Benjamin Nelson,eng ENG,DF,20-228,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Luke Thomas,eng ENG,"DF,MF",23-144,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Danny Ward,wls WAL,GK,31-132,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leicester-City,
Squad Total,,,26.6,9.0,99,810.0,9.0,13.0,11.0,24.0,12.0,1.0,1.0,27.0,0.0,8.9,8.3,7.4,15.7,144.0,279.0,277.0,1.44,1.22,2.67,1.33,2.56,0.99,0.83,1.82,0.92,1.74,,Leicester-City,
Opponent Total,,,26.7,9.0,99,810.0,9.0,16.0,11.0,27.0,15.0,1.0,1.0,21.0,1.0,18.3,17.5,12.7,30.2,183.0,449.0,443.0,1.78,1.22,3.0,1.67,2.89,2.03,1.42,3.45,1.94,3.36,,Leicester-City,
Jordan Pickford,eng ENG,GK,30-239,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
James Tarkowski,eng ENG,DF,31-348,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,Matches,Everton,
Dwight McNeil,eng ENG,"MF,FW",24-345,9.0,9,797.0,8.9,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.7,0.7,2.6,3.3,17.0,43.0,42.0,0.34,0.34,0.68,0.34,0.68,0.08,0.29,0.37,0.08,0.37,Matches,Everton,
Dominic Calvert-Lewin,eng ENG,FW,27-230,9.0,9,763.0,8.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.5,3.5,0.3,3.7,8.0,9.0,56.0,0.24,0.12,0.35,0.24,0.35,0.41,0.03,0.44,0.41,0.44,Matches,Everton,
Michael Keane,eng ENG,DF,31-295,8.0,8,720.0,8.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,1.0,11.0,3.0,0.25,0.0,0.25,0.25,0.25,0.04,0.01,0.05,0.04,0.05,Matches,Everton,
Iliman Ndiaye,sn SEN,FW,24-240,9.0,7,655.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,29.0,16.0,35.0,0.27,0.0,0.27,0.27,0.27,0.11,0.06,0.17,0.11,0.17,Matches,Everton,
Ashley Young,eng ENG,DF,39-115,7.0,7,605.0,6.7,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.7,0.7,6.0,41.0,5.0,0.0,0.45,0.45,0.0,0.45,0.01,0.1,0.11,0.01,0.11,Matches,Everton,
Jack Harrison,eng ENG,FW,27-347,9.0,7,592.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.5,2.4,17.0,13.0,47.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.36,0.13,0.36,Matches,Everton,
Abdoulaye Doucouré,ml MLI,MF,31-305,8.0,7,565.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,7.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Everton,
Vitaliy Mykolenko,ua UKR,DF,25-156,7.0,7,565.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,4.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Everton,
Idrissa Gana Gueye,sn SEN,MF,35-036,8.0,6,554.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,6.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Everton,
Tim Iroegbunam,eng ENG,MF,21-124,6.0,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Everton,
Orel Mangala,be BEL,MF,26-228,6.0,3,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Everton,
James Garner,eng ENG,"DF,MF",23-233,4.0,2,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Everton,
Jesper Lindstrøm,dk DEN,FW,24-246,5.0,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.1,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.57,0.28,0.57,Matches,Everton,
Jarrad Branthwaite,eng ENG,DF,22-127,2.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Séamus Coleman,ie IRL,DF,36-021,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Everton,
Roman Dixon,eng ENG,DF,19-311,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Beto,gw GNB,FW,26-275,5.0,0,57.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,1.0,3.0,1.58,0.0,1.58,1.58,1.58,0.62,0.0,0.62,0.62,0.62,Matches,Everton,
Jake O'Brien,ie IRL,DF,23-170,1.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Mason Holgate,eng ENG,"FW,DF",28-010,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Harrison Armstrong,eng ENG,MF,17-287,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,
Asmir Begović,ba BIH,GK,37-134,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Neal Maupay,fr FRA,"FW,MF",28-079,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Jenson Metcalfe,eng ENG,MF,20-056,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Nathan Patterson,sct SCO,DF,23-016,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
João Virgínia,pt POR,GK,25-022,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,
Squad Total,,,29.0,9.0,99,810.0,9.0,10.0,7.0,17.0,10.0,0.0,0.0,14.0,1.0,9.3,9.3,7.1,16.4,110.0,253.0,251.0,1.11,0.78,1.89,1.11,1.89,1.03,0.79,1.82,1.03,1.82,,Everton,
Opponent Total,,,26.9,9.0,99,810.0,9.0,16.0,13.0,29.0,16.0,0.0,1.0,7.0,0.0,14.4,13.6,11.2,24.8,169.0,419.0,416.0,1.78,1.44,3.22,1.78,3.22,1.6,1.24,2.84,1.51,2.75,,Everton,
Marc Guéhi,eng ENG,DF,24-111,9.0,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,5.0,37.0,0.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.04,0.04,0.04,Matches,Crystal-Palace,
Dean Henderson,eng ENG,GK,27-234,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Eberechi Eze,eng ENG,"MF,FW",26-125,9.0,9,809.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,27.0,45.0,58.0,0.11,0.11,0.22,0.11,0.22,0.33,0.11,0.45,0.33,0.45,Matches,Crystal-Palace,
Tyrick Mitchell,eng ENG,"DF,MF",25-061,9.0,9,760.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.4,1.7,18.0,24.0,61.0,0.0,0.12,0.12,0.0,0.12,0.03,0.17,0.2,0.03,0.2,Matches,Crystal-Palace,
Daniel Muñoz,co COL,"DF,MF",28-159,9.0,9,726.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.7,1.1,13.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,Crystal-Palace,
Adam Wharton,eng ENG,MF,20-152,8.0,8,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,6.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,Crystal-Palace,
Jean-Philippe Mateta,fr FRA,FW,27-126,9.0,7,574.0,6.4,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.9,1.1,0.7,1.8,3.0,10.0,24.0,0.47,0.0,0.47,0.31,0.31,0.3,0.11,0.41,0.17,0.28,Matches,Crystal-Palace,
Maxence Lacroix,fr FRA,DF,24-209,6.0,6,540.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,1.0,12.0,0.0,0.0,0.17,0.17,0.0,0.17,0.04,0.05,0.09,0.04,0.09,Matches,Crystal-Palace,
Daichi Kamada,jp JPN,MF,28-088,9.0,5,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,12.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Crystal-Palace,
Jefferson Lerma,co COL,"MF,DF",30-007,7.0,5,415.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,2.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,Matches,Crystal-Palace,
Eddie Nketiah,eng ENG,"FW,MF",25-155,6.0,5,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,16.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.28,0.18,0.28,Matches,Crystal-Palace,
Chris Richards,us USA,DF,24-218,4.0,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal-Palace,
Will Hughes,eng ENG,MF,29-198,8.0,3,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.09,0.04,0.09,Matches,Crystal-Palace,
Trevoh Chalobah,eng ENG,DF,25-119,3.0,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,Matches,Crystal-Palace,
Ismaila Sarr,sn SEN,"FW,MF",26-250,9.0,2,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.9,1.6,8.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.19,0.27,0.46,0.19,0.46,Matches,Crystal-Palace,
Nathaniel Clyne,eng ENG,"DF,MF",33-210,3.0,2,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Odsonne Édouard,fr FRA,"MF,FW",26-290,2.0,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches,Crystal-Palace,
Cheick Doucouré,ml MLI,MF,24-298,3.0,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal-Palace,
Joachim Andersen,dk DEN,DF,28-154,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Crystal-Palace,
Chadi Riad,ma MAR,DF,21-137,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
Jeffrey Schlupp,gh GHA,"DF,MF",31-314,6.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,Crystal-Palace,
Jordan Ayew,gh GHA,"FW,MF",33-051,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Matches,Crystal-Palace,
Asher Agbinone,eng ENG,MF,19-034,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.58,1.0,1.58,0.58,1.58,Matches,Crystal-Palace,
Naouirou Ahamada,fr FRA,MF,22-217,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Justin Devenny,nir NIR,MF,21-021,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Rob Holding,eng ENG,DF,29-042,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Sam Johnstone,eng ENG,GK,31-221,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Caleb Kporha,eng ENG,DF,18-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Remi Matthews,eng ENG,GK,30-265,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Kaden Rodney,eng ENG,DF,20-025,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Matt Turner,us USA,GK,30-130,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Franco Umeh-Chibueze,ie IRL,MF,19-280,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Joel Ward,eng ENG,"DF,MF",35-003,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Squad Total,,,26.4,9.0,99,810.0,9.0,5.0,3.0,8.0,4.0,1.0,1.0,22.0,0.0,9.9,9.1,7.6,16.6,131.0,345.0,341.0,0.56,0.33,0.89,0.44,0.78,1.1,0.84,1.94,1.01,1.85,,Crystal-Palace,
Opponent Total,,,26.7,9.0,99,810.0,9.0,11.0,7.0,18.0,11.0,0.0,0.0,21.0,0.0,12.8,12.8,9.9,22.7,157.0,366.0,362.0,1.22,0.78,2.0,1.22,2.0,1.42,1.1,2.52,1.42,2.52,,Crystal-Palace,
Leif Davis,eng ENG,DF,24-294,9.0,9,810.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.7,2.1,15.0,22.0,39.0,0.0,0.22,0.22,0.0,0.22,0.05,0.19,0.24,0.05,0.24,Matches,Ipswich-Town,
Arijanet Muric,xk KVX,GK,25-360,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Sam Morsy,eg EGY,MF,33-052,8.0,8,713.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,4.0,42.0,3.0,0.13,0.0,0.13,0.13,0.13,0.03,0.02,0.05,0.03,0.05,Matches,Ipswich-Town,
Omari Hutchinson,eng ENG,"MF,FW",21-002,8.0,8,704.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.9,1.4,23.0,22.0,43.0,0.0,0.13,0.13,0.0,0.13,0.06,0.12,0.18,0.06,0.18,Matches,Ipswich-Town,
Liam Delap,eng ENG,FW,21-267,9.0,8,632.0,7.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,15.0,4.0,31.0,0.71,0.0,0.71,0.71,0.71,0.22,0.05,0.26,0.22,0.26,Matches,Ipswich-Town,
Jacob Greaves,eng ENG,DF,24-050,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Ipswich-Town,
Dara O'Shea,ie IRL,DF,25-242,6.0,6,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Ipswich-Town,
